MarkerNum,Atlas_Number,Title,IndexName,Address,City,County,CountyId,Utm_Zone,Utm_East,Utm_North,Code,Year,Rthl,Htc,Loc_Desc,PrivateProperty,ConditionText,Size,MarkerText,HasFiles,HasImages,HasMapLocation,latitude,longitude
15090,5507015090,Schlobohm Cemetery,Schlobohm Cemetery,4485 Lauder Road,Houston,Harris,101,15,275250.0,3311793.0,cemetery; Anglo American,2008.0,False,True,,False,In Situ,"27"" x 42""","This historic family burial ground marks the homestead of a veteran of the Texas revolution and early settler of HarrisCounty. Johann Schlobohm (1807- 1882) was born in the Hanover region of Germany, and was in New Orleans by March 15, 1936, when he enlisted in Zavalla Guards, 2nd Regiment Volunteer Infantry. His group arrived in Galveston before the battle of San Jacinto, and after the battle they were placed as guard over Mexican General Santa Anna. Johann (John Slaburn) continued to serve in the Texian army in Company D, First Regiment, Permanent Volunteers from April 1836 to November 1837. Schlobohm married Charlotte Caroline Kleibrink (1823-1886) in 1850 at the home of his neighbor and comrade-in-arms Peter Dykeman. In 1856, the Schlobohms bought 82 acres along Greens Bayou and built their home here, expanding their farm to 246 acres in 1858. The family cemetery began with burial of their daughter Fredericka in 1873. John and Caroline had eight children; six of them are interred here with their families and descendants. A quarter-acre of land was officially dedicated for the family cemetery in 1895, and expanded eight years later to a full acre. Members of the Schlobohm and Nicol families were caretakers of the graveyard for many years. At a family reunion in 1988, descendants formed the Schlobohm Cemetery Association, which has since maintained the property. At least ten veterans are buried here, including confederate veteran John Milton Morin and those who served in both world wars and later conflicts. Granite, marble and bronze grave markers are prominent. The 82-acre homestead was still forested and undeveloped in the early 21st century, 150 years after the Schlobohm family settled here. Historic Texas Cemetery - 2007",False,False,True,29.916338237531196,-95.32800402240755
15117,5507015117,Elroy,Elroy,13512 FM 812,Elroy,Travis,227,14,631148.0,3333302.0,cities and towns; Swedish immigrants/immigration; German immigrants/immigration,1991.0,False,False,,False,In Situ,"18"" x 28""","Swedish and German immigrants began to settle in this area in the 1890s. A post office was established in 1898, and by 1918 there were about 70 families in the area. The community, whose economy was based on cotton farming, consisted of homes, farms, a school, four cotton gins, a blacksmith shop, general store, and three Swedish churches with cemeteries. After a period of decline beginning in the 1930s. The school was consolidated with the Del Valle school district, and the churches disbanded. Renewed settlement and revitalization of the area began in the 1970s. (1991)",False,False,True,30.123948069657523,-97.6385851644577
15130,5507015130,Greater Zion Missionary Baptist Church,Greater Zion Missionary Baptist Church,3202 Trulley St.,Houston,Harris,101,15,272485.0,3291697.0,,2008.0,False,False,3202 Trulley St.,False,In Situ,"27"" x 42""","Members of Greater Zion Missionary Baptist Church have served residents of Houstonâs Greater Third Ward since the late 1800s. Tradition holds that the Rev. Gilbert Green and several area residents organized the church, which first met under a brush arbor at this location. The Rev. Green was the first pastor of what was then known as Little Zion Missionary Baptist Church. Early pastors encouraged growth in the African American congregation, whose members often had to work in very low-paying jobs. Soon, the congregation turned toward serving the Greater Third Ward. Community programs flourished, particularly under the Rev. Moses Leonard Price, the longest serving pastor for the church (1938-1984). The Rev. Price was involved in numerous community, social and religious organizations. He focused the membersâ time and resources especially toward educational programs. Under his pastorate, the church opened a kindergarten, started a scholarship fund and implemented the summer enrichment program to offer tutoring for area students. After building the current sanctuary on the adjacent block in 1958, the church opened an educational building on its former site. Members have also run a food pantry, offered donations to the needy and developed a program to build affordable homes in the neighborhood. Besides the churchâs pastors, a number of members have been vital community leaders. Several former members have also become pastors of other churches. Today, Greater Zion Missionary Baptist Church continues to serve as a spiritual, social, cultural and economic leader in Houston.",False,False,True,29.73461991792817,-95.35237438590326
15200,5507015200,Walter-Jenschke Sunday House,Walter-Jenschke Sunday House,406 W. Travis St.,Fredericksburg,Gillespie,86,14,512003.0,3350031.0,German immigrants/immigration,1991.0,True,False,,False,In Situ,"18"" x 28""",,False,False,True,30.281914266418276,-98.87519489512451
15204,5507015204,Rudolph Bergfeld,"Bergfeld, Rudolph",1510 S. College Ave.,Tyler,Smith,212,15,283411.0,3579649.0,"business topics, general; banks, bankers, banking topics",2008.0,False,False,1510 S. College Ave.,False,In Situ,"27"" x 42""","(1855-1930) Entrepreneur and property owner Rudolph Berfeld was a significant figure in the development of the city of Tyler. Bergfeld was born in Wisconsin and as a youth apprenticed at his uncle's jewelry business in Germany. He returned to the U.S. in 1874 and worked as a bookkeeper in St. Louis, Missouri. In 1878, Bergfeld moved to Tyler, where he opened a saloon. In 1880, he married Caroline ""Lena"" Pabst, moving into a house he built for her.By the 1880s, Bergfeld opened a second saloon and began to work in real estate and railroad ventures. In 1887, he helped to open the Grande Opera House. By the 1890s, Bergfeld had turned his interest to banking, opening Bergfeld Loan & Trust, which merged with City National Bank to create Citizens National Bank in 1900. That same year, the newly created Tyler Chamber of Commerce appointed him Director. In 1901, he opened a second Bergfeld Loan & Trust, which in 1905 consolidated with Farmers & Merchants National Bank.Bergfeld's real estate activities were also notable. He actively developed property throughout the city, including the historic Azalea District. Bergfeld also sold land to the city for use as a park, which was named in his honor.Besides Bergfeld's positions on banking boards, he served as chair or director of several different companies and organizations. He was also a member of the Board of Education of Tyler Public Schools (1906-1924) and of fraternal organizations. Rudolph Bergfeld died in 1930 and was buried in Oakwood Cemetery. Today, he is remembered as a community leader whose business activities contributed greatly to the growth of Tyler. (2008)",False,False,True,32.332773160426896,-95.30111463596117
15267,5507015267,World War II Coastal Defenses at the Aransas Pass,World War II Coastal Defenses at the Aransas Pass,311 J.C. Barr Blvd.,Port Aransas,Nueces,178,14,690691.0,3081116.0,World War II; military topics,2005.0,False,False,"311 J.C. Barr Blvd., Roberts Point Park",False,In Situ,"27"" x 42""","In the late 1700s, the U.S. began a coastal defense system to protect ports and strategic points. Texas, which became a state in 1845, featured several gulf coast sites that would prove important in U.S. Military engagements in the 19th century and later. In March 1941, before the U.S. entered World War II, the War Department created the Southern Defense Command (SDC) as part of its national defense system. Led by Lt. Gen. Walter Krueger, the SDC included the southern U.S. coastline from North Carolina to Brownsville. After the Japanese bombed Pearl Harbor (Dec. 7, 1941), the U.S. increased defense efforts along the Texas coast, which included several military bases as well as key wartime industries. A month later, in what may have been a false alarm, a German U-Boat, or submarine, was reported just miles off the entrance to the Aransas Pass. The SDC dispatched a temporary field artillery battery of the 2nd Infanty Division to Mustang Island, where they set up 105 mm Howitzers. In April 1942, relief came to these troops when Battery E, 50th Coast Artillery Regiment arrived. The new troops remained until October 1942 and began emplacing two French-designed 155 mm GPF Guns on Panama mounts and building timber magazines, a commander station, searchlights and a camp for 360 men. Two companies later stationed there finished the work: Battery G, 20th Coast Artillery Regiment (Oct. 1942-Mar. 1944) and Battery E, 20th Coast Artillery Regiment (Mar.-Jul. 1944). In conjunction with the coast artillery, the U.S. Navy operated a harbor entrance control post. Officially designated as Temporary Harbor Defense at Aransas Pass, this coastal defense complex just south of the south jetty closed in July 1944, after enemy naval threats in the gulf were no longer a concern. (2005)",False,False,True,27.841193072102588,-97.06359733879214
15307,5507015307,United Evangelical Lutheran Dr. Martin Luther Church,United Evangelical Lutheran Dr. Martin Luther Church,1103 N. Avenue B,Shiner,Lavaca,143,14,677253.0,3257395.0,Lutheran denomination; churches,2008.0,False,False,1103 N. Avenue B,False,In Situ,"27"" x 42""","Members of this historic church helped spread Lutheranism through Lavaca and surrounding counties. For acculturated German Texans and for new arrivals, the Lutheran Church also served as the focal point of educational and social activities. The church was also a direct link back to the homeland; church services were conducted in German for many years. Rev. Wilhelm Dziewas, a native of Dopken, East Prussia, immigrated to Texas in 1892 as missionary pastor of Zion Lutheran Church of Charlottenburg (7 mi. NE). Dziewas helped to establish the Dr. Martin Luther Church in Shiner in 1896, first located at Avenue F and 4th Streets. The church was also known as Dziewas Kirche (Dziewasâ church) or the free lutheran church, signifying its lack of a synod affiliation. Pastor Dziewas also organized Lutheran congregations in the nearby towns of Breslau, Witting, Gonzales and Cost. After Dziewas and other members died in the influenza epidemic of 1919, the Dr. Martin Luther Church merged with Shinerâs St. Paul Lutheran congregation, establishing the United Dr. Martin Luther Church. The St. Paul sanctuary was moved and dedicated as Luther Hall, used for Sunday school classrooms, meetings and church socials. In 1948, the Immanuel Lutheran Church of Shiner and Zion Lutheran Church of Charlottenburg joined the congregation. In 1952, the growing church changed its name to United Evangelical Lutheran Dr. Martin Luther Church, moving two years later to a new sanctuary at this site. The church has preserved its heritage while enriching the community and the world through local and global ministries.",False,False,True,29.433413505633737,-97.17263829729853
15327,5507015327,Kneupper Chapel,Kneupper Chapel,Park Road 31,Spring Branch,Comal,46,14,547056.0,3300933.0,,1983.0,True,False,Off Park Road 31 on private property. Map dot approximate.,True,Access Restricted,RTHL medallion and plate,"After German families began settling in this area in 1845, Catholic worship services were held in a private home and in a log chapel. In 1878 Johann Adam Kneupper and his wife, Margarethe, donated the land and aided residents of the Honey Creek community in erecting this one-room chapel. Built of stone quarried from nearby hills, the Kneupper Chapel was used for services of St. Joseph's Catholic Church until 1892. Recorded Texas Historic Landmark - 1983",False,False,True,29.83798931712311,-98.51290080771271
15352,5507015352,Fortress Home,Fortress Home,1425 Fort Dessau Rd.,Austin,Travis,227,14,630737.0,3365003.0,"houses, residential buildings; German immigrants/immigration",1964.0,True,False,,False,In Situ,RTHL medallion and plate,"Built in early 1850's by Martin Wieland, from Dessau, Germany. Used as a neighborhood Fort. Enlarged 1873, 1912. Recorded Texas Historic Landmark - 1964.",False,False,True,30.40998898598187,-97.63891059680903
15401,5507015401,Old St. Mary's Church (Die Alte Kirche),"Saint Mary's Church, Old, (Die Alte Kirche)",300 W. San Antonio St.,Fredericksburg,Gillespie,86,14,511848.0,3349457.0,German immigrants/immigration; churches,1994.0,True,False,,False,In Situ,"18"" x 28""","St. Mary's Parish dates to 1846 with the arrival of German settlers in Fredercksburg. Construction of this building, which replaced an earlier log strucuer, was completed in 1863 during the pastorate of the Rev. Peter Baunach. It served as the parish church until a larger building was constructed in 1906, after which it served a variety of purposes., including a schoolhouse. The fine Gothic features of Old St. Mary's are exhibited in its distinctive steeple, pointed-arch windows, and stone buttresses.Recorded Texas Historic Landmark-1994",False,False,True,30.276735898849246,-98.87681302513334
15444,5507015444,Schumannsville Cemetery,Schumannsville Cemetery,477 Lakeside Pass,McQueeney,Guadalupe,94,14,589626.0,3281470.0,cemetery; German immigration; pioneers; counties,1986.0,False,True,"Schumannsville Cemetery, NW side Lakeside Pass, 1.2 mi. NE of FM 725. Markers are near shelter at the top of the slope.",False,In Situ,"27"" x 42"" and HTC name and date","  German immigrant August Wilhelm Schumann (1791-1858) arrived in Texas with his family in 1846 and bought a large parcel of land in Guadalupe County. Meeting a wagon train of immigrants from his homeland a few months later, he agreed to sell them land near the Guadalupe River.
  The settlers, with their houses in close proximity, built a communal fence around their land to protect their crops, and the settlement became known as Schumannsville. Finding it difficult to travel to the county seat in Seguin, they petitioned the Legislature to change county lines to place their community in Comal County, but the request was denied and they remained in Guadalupe County.
  The Schumannsville Cemetery is located in the northern part of the land owned by August Schumann. The first burial occurred when Carl Blumberg died of yellow fever in 1853. The second was that of August Schumann in 1858.
  Now enclosed by a fence, the cemetery contains 2.75 acres of land. All but a few of the graves are marked with tombstones bearing German inscriptions. The names and epitaphs serve as reminders of the proud German heritage of Schumannsville citizens.   Texas Sesquicentennial 1836-1986      [Historic Texas Cemetery name and date plaque added 2017]    Established 1853.  Historic Texas Cemetery - 2016",False,False,True,29.659999716351205,-98.07389082168797
15486,5507015486,St. Martin's Evangelical Lutheran Church,St. Martin's Evangelical Lutheran Church,201 E. 14th St.,Austin,Travis,227,14,621257.0,3349996.0,"Lutheran denomination; German immigrants/immigration; churches, government",1979.0,False,False,"Texas State Capitol grounds, NW of Sam Houston State Office Building and W of intersection of 14th and Brazos streets",False,In Situ,"27"" x 42""","This property, once situated just outside Capitol Square at 106 East Peach Street (later 13th), was the original location of the German Evangelical Lutheran Church (""Die Deutsche Evangelish Lutherische Kirche""). Pastor Henry Merz (1842-1928), a missionary for the First Evangelical Lutheran Synod in Texas, organized the congregation in 1883 with 20 German families. They worshiped first in homes or stores and later borrowed the facilities of the First Presbyterian and Gethsemane Lutheran churches. The congregation acquired this lot in 1884. The cornerstone for the first church building was laid on December 21, 1884, and the new structure was dedicated with formal ceremonies on April 26, 1885. Designed in a modified Gothic style, the brick church building measured 36 feet by 58 feet and had a truncated bell tower. In 1929 St. Martin's congregation erected a more spacious sanctuary at 1400 Congress, and the original church building was converted into state offices. In 1959, as the Capitol complex expanded, both churches were razed and 13th street was closed to make way for state office buildings. St. Martin's moved to new facilities at 606 West 15th Street. (1979)",False,False,True,30.275588016938276,-97.73932158632317
15497,5507015497,Frost Town,Frost Town,512 McKee St.,Houston,Harris,101,15,272613.0,3294747.0,cities and towns,2008.0,False,False,512 McKee St.,False,In Situ,"27"" x 42""","The Frost Town community developed on the property of Jonathan Benson Frost, a veteran of the Texas War for Independence. After the Battle of San Jacinto in 1836, Frost returned to his Tennessee home and brought his family to Texas, establishing a blacksmith shop and homestead about one mile east of the new city of Houston. He died from cholera in 1837, and in 1838, his brothers, Samuel Miles Frost and James Coleman Frost, subdivided his property, creating one of Houstonâs earliest additions, which remained in residential use until the early 1990s. German immigrants soon settled here, and by the 1850s, Frost Town was a thriving community which reflected its residentsâ cultural heritage. Several prominent Houston-area german families lived in the settlement. Others in the area included Irish immigrants and employees of the Galveston, Houston & Henderson Railroad, which reached the area in 1853. By the 1870s, Frost Town was a community in transition. Area railroads had contributed to industrial development between Houston and Frost Town, and freedmen moved into the community, which was now considered part of Houstonâs Second Ward. By the early 20th century, unskilled workers began to move into Frost Town, which was now connected to industries on the north side of Buffalo Bayou by a steel truss swing bridge built in 1904. Mexican residents began to move into Frost Town, while Anglo-European residents left, further shifting the communityâs demographics. Between 1930 and 1950, Frost Town became increasingly isolated because of industrial development. Residents began relocating following World War II, when the Elysian Viaduct and U.S. Highway 59 were constructed through the area, eliminating Frost Town's residential buildings. Today, James Bute Park marks the former community, which existed for more than 100 years.",False,False,True,29.762146276547835,-95.35169403266084
15600,5507015600,"Saint Mary's, Old, Site Of","Saint Mary's, Old, Site Of",202 N. St. Mary's Street,San Antonio,Bexar,15,14,549343.0,3255192.0,churches,1985.0,False,False,202 N. St. Mary's St.,False,In Situ,"27"" x 42""","After the Texas War for Independence, numerous immigrants, notably from Ireland, Germany, and the Eastern United States, arrived in San Antonio. The need to minister to these non-Hispanic Catholics prompted the Rt. Rev. John M. Odin, first Bishop of Galveston, to establish a separate church for them. In 1852 land at this site was purchased from the heirs of Ambrocio Rodriguez, a veteran of the Battle of San Jacinto. In 1855 Bishop Odin authorized a building project, undertaken by the Rev. J.M. DuBuis, who became first pastor of St. Mary's Parish and later second Bishop of Galveston. A stately Gothic church building was constructed and opened for worship in mid-1857, serving both English and German-speaking congregations. (In 1869 St. Joseph's Church assumed the ministry for the German Catholics.) On July 1, 1884, the oblates of Mary Immaculate accepted responsibility for St. Mary's, with the Rev. Richard J. Maloney as first oblate pastor. The old church building was also the site of a seminary, an early free parochial school, the publication of a major Catholic newspaper, and the founding of the St. Vincent de Paul Society. In 1921 flood irreparably damaged the church building. This Neo-Romanesque structure was dedicated in 1924. (1985)",False,False,False,29.425098534099092,-98.49130616284116
15629,5507015629,Weaver Shipbuilding,Weaver Shipbuilding,Green Ave. & Simmons Dr.,Orange,Orange,181,15,429941.0,3329336.0,,2008.0,False,False,Green Ave. & Simmons Dr.,False,In Situ,"27"" x 42""","Joe Weaver established Joseph Weaver and Son Shipyard in Orange in 1897. George Levingston, later founder of Levingston Shipbuilding Company, acquired an interest in Weaver and Son in 1898, and the company built barges for the Galveston Navigation District. Levingston later sold his interest in the company to Joe Weaver's son, L.E. ""Ed"" Weaver. Joseph Weaver and Son built barges, steam tugboats, and performed repair work. Although World War I brought a slight increase in production to Weaver and Son and the entire Orange shipbuilding industry, production slowed again after the war. The death of Joseph Weaver in 1930 signaled the beginning of a new partnership between L.E. Weaver and his son, L.A. Weaver. Upon L.E. Weaver's death in 1941, the company's name was changed to Weaver Shipyards when other family members joined the partnership.World War II again increased production at the Weaver yard, when contracts to construct wooden mine sweepers and sub chasers were awarded in 1941 and 1942. The wooden vessels did not attract the magnetic mines used by the Germans, and were designed to patrol the waters adjacent to their home bases. The first minsweeper, YMS 66, was launched on January 31, 1942.After the frenzied activity of Wolrd War II, Weaver Shipyards continued to build small vessels including wood and steel shrimp boats and also carried on with its ship repair work. The Weaver family sold the company in 1975, but regained control in the late 1980s. The Weaver Shipyards site continues to be owned by the Weaver family and remains invloved in maritime work through lease agreements. (2008)",False,False,True,30.093203332926667,-93.72706439512338
15642,5507015642,Metropolitan African Methodist Episcopal Church,Metropolitan African Methodist Episcopal Church,1101 E. 10th St.,Austin,Travis,227,14,622223.0,3349188.0,African American topics; African Methodist or Colored/Christian Methodist Episcopal; churches,1986.0,False,False,"Metropolitan A.M.E. Church, SE corner E. 10th and Waller streets",,,"27"" x 42""","This congregation began meeting for informal worship services during the early 1870s at the home of Temple Washington. By 1873, the thirteen original members were meeting in their own sanctuary on San Antonio Street. The Rev. Frank Green served as first pastor. While plans were being drawn for a new church building, the original structure burned in 1883. Worship services were temporarily held in Smith's Opera House on W. Sixth Street. By 1884, members of Metropolitan African Methodist Episcopal (A.M.E.) Church were worshiping in a new building. In 1913, the church moved to a site formerly occupied by the St. John German Evangelical Congregation, and ten years later relocated to this address. The Metropolitan A.M.E. Church has been served throughout its history by many able pastors. The Rev. Abraham Grant, who came to Austin in 1881, led the congregation until 1888, when he became a bishop in the African Methodist Episcopal Church. Dr. William Laws served here during the first years of the twentieth century and was later president of Paul Quinn College. An established part of Austin's Black community for over 100 years, Metropolitan A.M.E. Church continues to uphold the ideals upon which it was founded. Texas Sesquicentennial 1836 - 1986",False,False,True,30.268201153762362,-97.72937429999284
15644,5507015644,Scottish Rite Temple,Scottish Rite Temple,207 W. 18th,Austin,Travis,227,14,621139.0,3350489.0,"fraternal organizations; opera houses and theatre; German immigrants/immigration, sports",1967.0,True,False,"Austin Scottish Rite Theater, SE corner 18th and Lavaca streets",False,In Situ,RTHL medallion and plate,"Built 1871-72 as an opera house by Austin Turn Verein, a German social society. Used for gymnastics, feasting and dancing, it was a social center for years. Purchased in 1912 for Ben Hur Shrine Temple and remodeled, blending Southwest and Mission style architecture with Arabic accents. Transferred in 1914 to Scottish Rite bodies of Austin who allow other Masonic groups to meet here. Recorded Texas Historic Landmark - 1967",False,False,True,30.28004768860736,-97.74049134670675
15646,5507015646,The Texas World War II Home Front,The Texas World War II Home Front,1501 W. Henderson St.,Cleburne,Johnson,126,14,649711.0,3579139.0,,2010.0,False,False,"Cleburne Conference Center grounds, south of the conference center at the northwest corner of the senior center",False,In Situ,"27"" x 42""","World War II brought a shared sense of patriotism and purpose to the Texas home front as civilians benefited from new or expanded war industry jobs, such as petroleum, lumber, bomber manufacturing and farming. However, the large number of Texans seeking employment in larger cities or joining the military created an extreme labor shortage in many smaller communities. Across the state, groups worked to alleviate the labor crisis. Johnson County succeeded in June 1944 with the establishment of Camp Cleburne for German Prisoners of War (POWs) here, with the First State Bank of Rio Vista guarantying funds to the U.S. government for POW wages. By warâs end, Camp Cleburneââone of nearly 70 camps across the state housing more than 50,000 POWsââprovided 120 Johnson County farms with necessary agricultural labor during the war. Prior to the war, National Guard units trained across Texas preparing for Americaâs eventual entry into the war. One such unit, Battery B., 132nd Field Artillery, 36th Infantry Division (I.D.) trained in Johnson County. In 1942, the 36th I.D. mobilized for overseas deployment and the patriotic Texas spirit shone brightly as the unit rolled through Cleburne in Feb. 1942 to the cheers of hundreds of Johnson County residents. By 1945, nearly 1.2 million troops trained at army posts, airfields and naval bases in Texas. Texans looked to volunteer civically while enduring shortages and inconveniences necessary to support the war effort. The Johnson County Draft Board and Rationing Board were housed in the county courthouse. In addition, local residents participated in civilian oriented programs, such as blackout and air raid drills, Civil Air Patrol, victory gardens, scrap drives, volunteering at USOs and working war bond drives. Texans responded in great numbers to their nationâs call and served both overseas and stateside in WWII. The resulting military buildup served as the catalyst toward the modernization and urbanization of Texas. Texas in World War II - 2010",False,False,True,32.339133292501124,-97.40921225821361
15724,5507015724,Salem Lutheran Cemetery,Salem Lutheran Cemetery,23555-1/2 Lutheran Cemetery Road,Tomball,Harris,101,15,243414.0,3333100.0,cemetery,2009.0,False,True,,False,In Situ,"27"" x 42""","This burial ground began as the Scherer Family Cemetery. The Scherers were among the early settlers of Rosehill, a rural community in northwest Harris County. The first German settlers began arriving by way of Galveston in 1846. Through the efforts of founding pastor Johann Heinrich Braschler and local residents Jacob and Henry Theis, C. W. Winkler, and George Scherer, Salem Lutheran Church was established as a congregation in 1851. By the late 1880s, in addition to the church, the area also had a post office, seven cotton gins, three general stores, a sawmill, a gristmill, a blacksmith and a wagon maker. The first burials here were of Helena Scherer (d. 1859) and her brother, Reinhardt Johann Scherer (d. 1860). The first non-family member buried here was Eva Achenback Theis (d. 1861). In 1864, three men who died in the Spring Creek Powder Mill explosion were interred here. In 1869, George Scherer transferred property including the cemetery to Salem Lutheran Church; the cemetery changed its name at this time. Those buried here include veterans of military conflicts dating to the Civil War. Others interred include many early Rosehill residents and other individuals who attended the church but lived in nearby communities such as Cypress Top, Decker Prairie and Willow Creek. Cemetery features include vertical stones, obelisks, interior fencing, grave slabs, statuary and German-language markers. Set among trees and vegetation, Salem Lutheran Cemetery remains active while continuing to serve as a record of the area's early settlers. Historic Texas Cemetery - 2008 SUPPLEMENTAL PLAQUE: In the 1890s, two cousins were both named William Theis. Misdirected mail resulted in William from Klein adding an ""s"" to the spelling of Theis.",False,False,True,30.10218582096448,-95.66261734108225
15737,5507015737,Mission Valley School,Mission Valley School,1135 Mission Valley Rd.,New Braunfels,Comal,46,14,577090.0,3288125.0,,2009.0,True,False,,False,In Situ,"18"" x 28""","German settlers established the Mission Valley community, named for an earlier Spanish mission, in the mid-1840s. Area families educated their children in their homes before brothers Karl and Julius Brehmer donated land for the first community school in 1870. Trustees built a frame schoolhouse, and in 1884 a larger limestone school was built on land acquired from Friedrich and Emilie Heidrich; the frame school then became a teacherage. New Braunfels Independent School District annexed Mission Valley in 1952. Since that time this site, which includes the historic frame and stone schoolhouses, stone cisterns and other features, has served as a community center. Recorded Texas Historic Landmark - 2009",False,True,True,29.720897133187883,-98.20294072279061
15739,5507015739,Zion Lutheran Cemetery,Zion Lutheran Cemetery,25800 Zion Lutheran Cemetery Rd.,Tomball,Harris,101,15,252453.0,3336692.0,cemetery; Lutheran denomination,2009.0,False,True,,False,In Situ,"27"" x 42""","This area of North Harris County was settled by Germans in the 1850s and was first known as Stuebner. Adolph Stuebner was the Postmaster from 1885 until mail service was transferred to Hufsmith in 1911. The International & Great Northern Railroad founded the town of Hufsmith in 1902 on property conveyed by the Bogs, King and Silas families, and it was named after company executive Frank Hufsmith (1853-1927). A post office was established upon the arrival of the railroad; Henry L. Mueller was the first postmaster, and Fred C. Bogs served as postmaster 1912 to 1951. The three postmasters are buried in Zion Lutheran Cemetery. The cemetery began as a family burial ground in 1873, upon the death of one-year-old Bertha Mueller, daughter of Juliane and Wilhelm Mueller. Additional Mueller and Stuebner family members were soon interred at the site, which was later known as Mueller-Stuebner Cemetery, Stuebner Cemetery, and Hufsmith Lutheran Cemetery. In 1905, the Muellers and Stuebners and other Hufsmith area families joined together under the leadership of Pastor G.W. Fischer to form the Evangelical Lutheran Zion Church. Henry and Mary Mueller donated approximately three acres encompassing the already existing cemetery to trustees of the church in 1907. Numerous grave markers in the cemetery reflect birth in Germany, and many of the marker inscriptions are written in German. Burials in the cemetery include those of veterans of the Civil War, World War I and World War II. Although Zion Lutheran Church outgrew its 1907 building and relocated to Tomball in 1959, the church continues to care for the cemetery. Historic Texas Cemetery - 2006",False,False,True,30.136436111965192,-95.56973793404407
15742,5507015742,Mt. Zion Missionary Baptist Church,Mt. Zion Missionary Baptist Church,2301 Nagle Street,Houston,Harris,101,15,271948.0,3292120.0,,2009.0,False,False,2301 Nagle Street,False,In Situ,"27"" x 42""","Mt. Zion Missionary Baptist Church was one of three African American churches founded in Houston in 1866, the year after the end of the Civil War and the emancipation of enslaved Texans. The congregation was organized by the Rev. Henry Stewart, and first met in a tent on Commerce Street. In the fall of 1866, the Freedmenâs Bureau established a school on the churchâs property for formerly enslaved children and adults, one of the first three such schools in Houston. After the closing of the Freedmenâs Bureau schools in 1870, the congregation continued to use their church as an educational facility as late as 1882. In 1872, Stewart, along with church trustees, purchased a small lot in the Second Ward, fronting German Street (later Canal Street). Church structures were destroyed by fire in 1873, by a great ânortherâ in 1876, and by the great hurricane of 1900; each time, the church rebuilt. The congregation purchased property at 2301 Nagle Street in 1928, and a new edifice was constructed at this location in 1941. The property on Canal Street was sold in 1944. In 1963, the church was expanded, retaining the 1941 structure as the nucleus of the larger building. An adjacent parsonage was also added at this time. As one of Houstonâs earliest African American churches, Mt. Zion Missionary Baptist Church has served as a mother church within its vicinity, aiding in the establishment of many churches throughout the years and fostering their growth. Today, Mt. Zion Missionary Baptist Church continues in this role as an important institution within Houstonâs African American community.",False,False,True,29.738335457812177,-95.35801201161536
15752,5507015752,Knupple Cemetery,Knupple Cemetery,,Silsbee,Hardin,100,15,387805.0,3355775.0,,2009.0,False,True,Cemetery Road between Highway 96 and Knupple Rd,False,In Situ,"18"" x 28""","August Knupple, a Prussian who came to Texas in 1846 to farm, established this cemetery on his property around 1870. The earliest marked grave, dating to 1871, is for Henry Robinson, although the burial ground may have begun earlier as a family graveyard. Knupple Cemetery contains at least 16 graves dating to the 19th century, and features grave slabs and Woodmen of the World gravestones. The interred include veterans of conflicts dating to the Civil War. By the 1930âs relatives and volunteers began to maintain the property. Today, the Knupple Cemetery Association continues to care for this burial ground, which remains as a record of the pioneering Knupple Family and generations of area residents. Historic Texas Cemetery-2008",False,False,True,30.328601199280236,-94.16709763342106
15763,5507015763,Renken Cemetery,Renken Cemetery,816 Alsace St.,Castroville,Medina,163,14,511419.0,3246194.0,cemetery,2009.0,False,True,"816 Alsace St., S. of intersection of Gentilz & Alsace Sts.",False,In Situ,"18"" x 28""","German native Henry Renken created this cemetery in 1876 upon the death of his wife, Lissette (Kueck) Renken. She was buried on property owned by Gerhard Ihnken that Renken had sold to him in 1874. Renken was an active contributor to the Castroville Community, where he was a member of the Masonic Lodge and served as a city alderman and as mayor. Although he later married Helene Thieu Borchers, he was buried here, next to his first wife, when he died in 1885. Records show that the Renkensâ daughter, Louisa Renken Tschirhart, was also buried at the site, although no grave marker remains. The property was sold to the city of Castroville by a later owner in 1968, and Castroville Regional Park now surrounds the diminutive burial ground.",False,False,True,29.344806961868905,-98.88236925725433
15768,5507015768,Sanzenbacher Ranch Headquarters,Sanzenbacher Ranch Headquarters,SH 148,Henrietta,Clay,39,14,577115.0,3724776.0,ranches; residences; German immigrants/immigration,2009.0,True,False,Off SH 148 on private property,True,In Situ,"18"" x 28""","The Sanzenbacher Ranch began in 1873 when German immigrant Johann (John) Sanzenbacher (1797-1879) bought land in south Clay County near the Fort Richardson- Fort Still military road and the Little Wichita River. Sanzenbacher descendants have continuously operated the ranch since that time. The ranch has operated under several brands, including the original Circle J (1875) and the Cross Turkey Track (1899), which is still in use today. This home was constructed in 1890; the original design was a two-story I-plan house built of dressed stone with arched windows, with two rooms on either side of a center passage. Additions including a two-story rear extension and the front facade columned portico were added by 1910. Recorded Texas Historic Landmark - 2009",False,False,True,33.66006546614253,-98.16826048595085
